Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Charleston WV,Mountain East,6-5,0.545,85,2.29,79,3.66,118,25.19,43,6.02,2.97,110,0.40
Northern St SD,Northern Sun,4-7,0.364,86,2.28,77,3.76,93,28.45,73,2.87,2.86,50,8.65
North Greenville,South Atlantic,5-6,0.455,87,2.27,95,0.81,87,28.93,102,-0.57,2.84,65,6.56
Edinboro,Penn St AC,5-6,0.455,88,2.23,94,1.15,114,25.71,70,3.00,2.94,86,4.26
Virginia St,Central IAA,9-1,0.900,89,2.22,109,-1.15,134,23.78,78,2.62,3.05,162,-8.10
CO Mesa,Rocky Mtn AC,5-6,0.455,90,2.21,84,2.79,132,23.87,40,6.47,2.94,89,4.16
Shaw NC,Central IAA,6-4,0.600,91,2.21,89,2.18,77,30.26,101,-0.53,3.02,118,-0.82
Bemidji St,Northern Sun,3-8,0.273,92,2.18,83,3.03,120,24.90,48,5.68,2.87,54,8.32
Simon Fraser,Great Northwest,3-7,0.300,93,2.16,92,1.53,79,30.14,110,-1.06,2.83,62,7.05
Mars Hill,South Atlantic,3-8,0.273,94,2.12,85,2.74,67,31.31,107,-1.02,2.91,67,6.53
Moorhead St,Northern Sun,4-7,0.364,95,2.10,101,-0.11,55,33.10,143,-5.66,3.00,52,8.55
Adams St,Rocky Mtn AC,7-4,0.636,96,2.09,106,-0.91,131,24.02,77,2.63,2.84,132,-2.75
Kutztown,Penn St AC,4-7,0.364,97,2.09,90,2.08,66,31.34,116,-1.70,2.79,103,2.14
Walsh,Great Lakes IAC,3-8,0.273,98,2.09,97,0.35,99,27.55,97,0.36,2.93,39,9.63
Wayne St NE,Northern Sun,2-9,0.182,99,2.07,88,2.31,88,28.76,91,1.10,2.69,28,10.60
W New Mexico,Rocky Mtn AC,4-6,0.400,100,2.03,100,0.05,84,29.11,114,-1.50,2.96,79,5.04
Stonehill,Northeast-10,8-3,0.727,101,2.02,118,-3.23,130,24.11,98,0.21,2.95,143,-3.93
Glenville St,Mountain East,6-5,0.545,102,2.01,96,0.70,124,24.47,66,3.78,2.97,141,-3.83
Merrimack,Northeast-10,7-4,0.636,103,1.99,102,-0.11,57,32.81,140,-5.37,2.91,156,-6.02
Miles,Southern IAC,6-4,0.600,104,1.97,111,-1.27,117,25.27,92,1.01,2.98,114,-0.17
Lincoln MO,Mid America IAA,3-8,0.273,105,1.95,108,-1.10,59,32.23,145,-5.78,2.97,30,10.33
Fayetteville St,Central IAA,6-4,0.600,106,1.94,110,-1.26,97,28.04,117,-1.74,2.93,127,-1.72
Albany GA,Southern IAC,6-4,0.600,107,1.91,104,-0.46,136,23.28,65,3.82,3.02,153,-5.50
Clarion,Penn St AC,4-7,0.364,108,1.88,113,-2.13,125,24.42,93,1.01,2.95,81,4.92
Tusculum,South Atlantic,3-7,0.300,109,1.85,112,-1.80,65,31.59,146,-5.83,2.99,70,6.05
Missouri S&T,Great Lakes Val,6-5,0.545,110,1.82,114,-2.69,138,22.91,86,1.96,2.98,113,-0.13
Ark Monticello,Great American,5-6,0.455,111,1.82,117,-3.14,107,26.60,118,-2.18,2.94,104,1.94
Assumption,Northeast-10,6-5,0.545,112,1.80,116,-2.98,129,24.20,96,0.38,2.88,133,-2.86
Tiffin,Great Lakes IAC,2-9,0.182,113,1.78,103,-0.12,98,27.65,99,-0.22,2.82,58,7.67
NM Highlands,Rocky Mtn AC,2-9,0.182,114,1.75,99,0.16,83,29.13,112,-1.42,2.80,72,5.75
SE Oklahoma,Great American,2-9,0.182,115,1.72,105,-0.50,92,28.49,113,-1.43,2.92,83,4.59
Western St CO,Rocky Mtn AC,2-9,0.182,116,1.68,107,-1.05,126,24.37,84,2.14,2.93,64,6.73
St Augustine's,Central IAA,4-6,0.400,117,1.67,115,-2.88,141,22.43,83,2.24,2.93,119,-0.89
Brevard,South Atlantic,2-8,0.200,118,1.65,120,-3.56,106,26.75,122,-2.76,2.95,42,9.30
Notre Dame OH,Mountain East,5-6,0.455,119,1.58,125,-4.80,96,28.04,137,-5.28,2.92,129,-2.38
WV Wesleyan,Mountain East,5-5,0.500,120,1.56,131,-5.72,102,27.18,139,-5.35,2.99,130,-2.45
Humboldt St,Great Northwest,0-11,0.000,121,1.56,98,0.27,123,24.52,68,3.30,2.80,40,9.59
Eliz. City St,Central IAA,4-6,0.400,122,1.56,119,-3.30,100,27.41,125,-3.15,2.89,146,-4.64
Florida Tech,Gulf South,5-7,0.417,123,1.55,123,-4.22,127,24.25,106,-0.92,2.89,109,0.50
St Joseph's IN,Great Lakes Val,8-3,0.727,124,1.52,134,-6.20,135,23.68,120,-2.32,2.91,166,-10.74
Bowie St,Central IAA,5-5,0.500,125,1.50,128,-5.15,105,26.82,134,-4.42,2.96,151,-5.28
Malone,Great Lakes IAC,2-9,0.182,126,1.49,126,-4.82,95,28.08,138,-5.34,2.88,57,7.93
Shorter,Gulf South,2-9,0.182,127,1.49,122,-3.95,128,24.25,103,-0.64,2.83,61,7.20
Fort Valley St,Southern IAC,4-6,0.400,128,1.48,121,-3.74,140,22.44,90,1.37,2.96,142,-3.92
SW Baptist,Mid America IAA,1-10,0.091,129,1.47,127,-4.87,110,26.42,131,-3.73,2.96,21,12.15
McKendree,Great Lakes Val,4-6,0.400,130,1.45,132,-5.87,121,24.78,123,-3.09,3.03,115,-0.27
McMurry,NCAA II Ind,3-8,0.273,131,1.44,129,-5.24,40,35.19,162,-12.88,3.02,88,4.18
Bentley,Northeast-10,6-5,0.545,132,1.44,136,-6.66,137,23.10,119,-2.21,2.89,157,-6.52
Minot St,Northern Sun,2-9,0.182,133,1.44,135,-6.50,145,21.42,100,-0.36,2.91,44,9.20
JC Smith,Central IAA,5-5,0.500,134,1.39,130,-5.70,119,25.01,124,-3.15,2.97,158,-7.10
LIU Post,Northeast-10,5-6,0.455,135,1.39,124,-4.39,108,26.53,128,-3.37,2.97,165,-9.86
Chowan,Central IAA,4-6,0.400,136,1.37,133,-5.96,103,27.13,142,-5.54,2.86,140,-3.57
Lane,Southern IAC,6-4,0.600,137,1.28,139,-8.38,122,24.67,141,-5.49,2.86,163,-8.68
Ft Lewis,Rocky Mtn AC,4-7,0.364,138,1.26,141,-9.47,154,19.61,115,-1.53,2.84,99,3.11
S Connecticut,Northeast-10,3-8,0.273,139,1.21,137,-6.97,144,21.63,109,-1.04,2.94,137,-3.31
Stillman,Southern IAC,5-5,0.500,140,1.17,138,-8.23,139,22.83,130,-3.51,2.96,161,-7.92
MN Crookston,Northern Sun,2-9,0.182,141,1.15,142,-10.18,148,20.82,129,-3.44,2.85,35,9.97
Black Hills St,Rocky Mtn AC,3-8,0.273,142,1.11,145,-11.68,115,25.69,156,-9.81,2.80,94,3.38
West Liberty,Mountain East,3-8,0.273,143,1.07,140,-8.72,163,17.03,87,1.80,2.80,131,-2.71
Kentucky St,Southern IAC,5-5,0.500,144,0.97,144,-11.04,152,19.83,127,-3.31,3.02,164,-9.02
Benedict,Southern IAC,4-6,0.400,145,0.85,149,-13.27,156,19.15,136,-4.87,2.80,149,-5.05
Fairmont St,Mountain East,3-7,0.300,146,0.84,143,-10.51,133,23.79,148,-6.75,2.95,150,-5.17
Virginia Union,Central IAA,3-7,0.300,147,0.83,148,-12.74,157,18.97,132,-4.15,2.91,126,-1.65
Lock Haven,Penn St AC,3-8,0.273,148,0.82,146,-11.92,159,18.36,121,-2.73,2.88,125,-1.47
NW Oklahoma St,Great American,2-9,0.182,149,0.73,151,-14.82,146,21.25,153,-8.51,2.81,47,8.75
S Dakota Tech,NCAA II Ind,5-4,0.556,150,0.73,153,-16.02,113,25.77,164,-14.23,3.05,147,-4.89
Quincy,Great Lakes Val,2-9,0.182,151,0.58,147,-12.41,147,20.87,144,-5.72,2.90,112,-0.12
Livingstone,Central IAA,3-7,0.300,152,0.50,150,-14.72,149,20.26,149,-7.43,2.83,159,-7.13
Central St OH,Southern IAC,2-9,0.182,153,0.42,154,-16.08,142,22.09,159,-10.62,2.86,102,2.65
Wm Jewell,Great Lakes Val,3-8,0.273,154,0.38,155,-16.46,153,19.75,154,-8.66,2.70,155,-6.01
Seton Hill,Penn St AC,1-10,0.091,155,0.38,157,-16.70,151,20.10,155,-9.24,2.81,85,4.38
Morehouse,Southern IAC,2-8,0.200,156,0.29,152,-15.35,150,20.10,151,-7.89,2.81,160,-7.43
St Anselm,Northeast-10,1-10,0.091,157,0.18,156,-16.67,112,26.12,166,-15.23,2.73,152,-5.47
Clark Atlanta,Southern IAC,2-7,0.222,158,0.17,160,-19.01,168,13.10,135,-4.55,2.75,145,-4.20
Ald-Broaddus,NCAA II Ind,4-7,0.364,159,0.15,159,-18.62,143,21.64,161,-12.71,2.74,167,-11.94
Panhandle St,NCAA II Ind,4-7,0.364,160,0.02,158,-18.58,155,19.59,158,-10.62,3.02,168,-12.20
Millersville,Penn St AC,1-10,0.091,161,-0.04,162,-21.25,164,16.90,157,-10.60,2.71,84,4.44
UVA-Wise,Mountain East,2-9,0.182,162,-0.10,164,-21.86,161,17.50,160,-11.81,2.99,148,-4.95
WV State,Mountain East,0-11,0.000,163,-0.39,163,-21.56,167,14.31,152,-8.31,2.84,134,-2.86
Southern Nazarene,Great American,0-11,0.000,164,-0.41,165,-22.99,158,18.42,163,-13.86,2.74,69,6.09
Cheyney St,Penn St AC,0-11,0.000,165,-0.46,161,-20.47,166,14.77,150,-7.68,2.69,117,-0.36
Lincoln PA,Central IAA,1-9,0.100,166,-0.55,166,-27.03,165,15.60,165,-15.08,2.78,138,-3.34
KY Wesleyan,Great Lakes Val,0-11,0.000,167,-0.92,167,-27.21,162,17.37,167,-17.02,2.81,139,-3.55
Pace,Northeast-10,0-11,0.000,168,-1.16,168,-30.92,160,17.51,168,-20.87,2.78,144,-4.17
