Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
SE Oklahoma,Great American,5-6,0.455,39,5.06,36,17.34,50,33.30,31,11.46,2.23,25,18.81
Benedict,Southern IAC,11-1,0.917,40,5.04,41,15.97,47,33.87,39,9.52,2.12,145,-5.41
OK Baptist,Great American,6-5,0.545,41,5.03,49,13.34,51,33.08,49,7.68,2.22,26,18.74
Wingate,South Atlantic,8-3,0.727,42,5.02,35,17.92,59,31.93,23,13.41,2.11,92,3.77
Arkansas Tech,Great American,5-6,0.455,43,4.97,47,14.62,63,31.51,35,10.52,2.18,24,18.90
Davenport,Great Lakes IAC,8-2,0.800,44,4.96,58,11.45,67,31.36,50,7.51,2.13,76,6.67
West Georgia,Gulf South,6-4,0.600,45,4.96,44,15.48,32,37.85,72,5.05,2.17,43,13.39
West Alabama,Gulf South,5-5,0.500,46,4.94,51,13.26,99,26.42,18,14.27,2.15,32,15.30
Saginaw Val,Great Lakes IAC,6-5,0.545,47,4.93,40,16.00,45,33.91,40,9.51,2.16,49,12.46
Mars Hill,South Atlantic,8-2,0.800,48,4.88,60,11.41,77,29.98,42,8.85,2.17,97,2.85
Charleston WV,Mountain East,10-2,0.833,49,4.87,53,12.90,23,40.66,110,-0.34,2.21,104,1.80
Moorhead St,Northern Sun,7-4,0.636,50,4.87,50,13.29,48,33.69,52,7.01,2.16,58,9.46
Limestone,South Atlantic,8-4,0.667,51,4.85,56,11.75,38,35.84,84,3.32,2.16,56,9.99
Shepherd,Penn St AC,9-3,0.750,52,4.85,48,14.02,35,36.74,75,4.69,2.17,95,3.04
California PA,Penn St AC,7-3,0.700,53,4.85,46,14.92,39,35.50,57,6.84,2.17,83,4.44
Midwest TX St,Lone Star,4-6,0.400,54,4.84,39,16.44,62,31.56,27,12.30,2.24,36,14.56
East Central OK,Great American,3-8,0.273,55,4.80,37,17.19,55,32.30,26,12.30,2.22,27,18.68
Ashland,Great Midwest,9-3,0.750,56,4.80,59,11.44,57,32.10,61,6.76,2.22,99,2.61
North Greenville,Gulf South,5-5,0.500,57,4.75,61,10.89,64,31.51,58,6.80,2.17,41,13.98
Winona St,Northern Sun,5-6,0.455,58,4.68,54,12.00,52,32.55,55,6.86,2.28,51,11.94
E Stroudsburg,Penn St AC,9-3,0.750,59,4.67,75,7.84,60,31.75,83,3.51,2.25,91,3.80
Michigan Tech,Great Lakes IAC,5-5,0.500,60,4.59,57,11.51,58,32.06,54,6.88,2.15,66,8.43
Tusculum,South Atlantic,6-5,0.545,61,4.59,67,9.77,71,30.99,67,6.20,2.23,73,7.46
W Texas A&M,Lone Star,3-7,0.300,62,4.58,52,13.26,43,34.25,65,6.43,2.28,38,14.27
Virginia Union,Central IAA,10-2,0.833,63,4.58,62,10.55,53,32.50,68,5.47,2.14,158,-8.52
CO Mesa,Rocky Mtn AC,6-5,0.545,64,4.57,70,8.88,49,33.48,90,2.82,2.19,61,8.90
Frostburg St,Mountain East,7-3,0.700,65,4.55,69,9.07,95,27.38,41,9.10,2.12,119,-1.03
S Dakota Tech,Rocky Mtn AC,5-6,0.455,66,4.52,55,11.87,40,34.54,74,4.75,2.09,72,7.51
W Oregon,Lone Star,3-8,0.273,67,4.50,65,10.09,72,30.75,60,6.76,2.21,29,16.24
Findlay,Great Midwest,7-4,0.636,68,4.49,66,9.91,75,30.39,53,6.94,2.10,117,-0.81
Mississippi Col,Gulf South,3-7,0.300,69,4.48,74,8.25,82,29.17,63,6.50,2.20,30,15.89
Barton,South Atlantic,6-5,0.545,70,4.48,79,6.82,80,29.67,76,4.57,2.19,77,6.61
Northern St SD,Northern Sun,5-6,0.455,71,4.47,68,9.12,61,31.64,73,4.90,2.24,67,8.18
E New Mexico,Lone Star,5-6,0.455,72,4.46,72,8.66,44,33.96,95,2.12,2.14,60,9.18
Virginia St,Central IAA,8-2,0.800,73,4.46,80,6.57,65,31.47,93,2.52,2.12,146,-5.57
New Haven,Northeast-10,8-3,0.727,74,4.42,73,8.47,74,30.51,69,5.38,2.19,141,-4.91
Black Hills St,Rocky Mtn AC,6-5,0.545,75,4.42,85,5.02,66,31.44,100,1.00,2.23,71,7.54
Ark Monticello,Great American,2-9,0.182,76,4.39,64,10.25,42,34.41,86,3.26,2.21,28,18.63
Notre Dame OH,Mountain East,7-3,0.700,77,4.39,77,7.38,73,30.74,79,4.06,2.22,130,-3.01
Indiana PA,Penn St AC,6-5,0.545,78,4.38,63,10.50,79,29.83,47,8.08,2.12,111,-0.26
Chadron St,Rocky Mtn AC,5-6,0.455,79,4.37,82,5.43,86,28.51,78,4.33,2.22,63,8.60
NC Pembroke,Mountain East,7-3,0.700,80,4.35,78,7.35,56,32.29,94,2.48,2.22,135,-3.81
Hillsdale,Great Midwest,6-5,0.545,81,4.29,83,5.08,70,31.16,99,1.34,2.15,98,2.84
Newberry,South Atlantic,4-7,0.364,82,4.27,76,7.46,90,28.15,62,6.73,2.21,78,6.60
Sioux Falls,Northern Sun,3-8,0.273,83,4.27,71,8.73,41,34.47,96,1.68,2.14,52,11.37
Carson-Newman,South Atlantic,5-6,0.455,84,4.25,84,5.05,100,26.01,64,6.47,2.33,87,4.10
NE Oklahoma,Mid America IAA,1-10,0.091,85,4.24,89,3.80,93,27.41,81,3.80,2.20,11,30.62
West Chester,Penn St AC,6-5,0.545,86,4.23,90,3.52,76,30.33,102,0.60,2.11,96,2.89
Wayne St MI,Great Lakes IAC,3-8,0.273,87,4.21,88,3.91,88,28.25,87,3.08,2.12,42,13.87
Missouri S&T,Great Lakes Val,4-7,0.364,88,4.18,81,5.79,83,29.17,80,4.04,2.26,80,5.96
Fairmont St,Mountain East,8-3,0.727,89,4.18,100,-0.03,85,28.93,118,-1.54,2.22,138,-3.99
McKendree,Great Lakes Val,5-6,0.455,90,4.18,99,0.12,84,29.13,119,-1.59,2.20,62,8.63
Catawba,South Atlantic,5-6,0.455,91,4.17,91,1.49,89,28.23,101,0.68,2.24,79,6.16
Miles,Southern IAC,7-3,0.700,92,4.17,94,1.23,96,27.04,97,1.61,2.18,136,-3.86
Fayetteville St,Central IAA,8-3,0.727,93,4.17,103,-0.77,141,19.80,56,6.85,2.24,148,-6.44
Albany GA,Southern IAC,6-5,0.545,94,4.14,87,4.69,104,25.73,66,6.37,2.19,127,-2.57
Bentley,Northeast-10,6-4,0.600,95,4.09,86,4.86,117,24.05,45,8.22,2.20,157,-8.12
Gannon,Penn St AC,5-6,0.455,96,4.06,95,0.73,110,24.63,82,3.51,2.15,100,2.40
Seton Hill,Penn St AC,6-5,0.545,97,4.04,113,-3.21,128,22.76,98,1.46,2.15,102,2.22
Assumption,Northeast-10,5-5,0.500,98,3.99,93,1.27,102,25.95,91,2.73,2.27,118,-0.92
Glenville St,Mountain East,6-4,0.600,99,3.97,114,-3.21,115,24.19,108,0.01,2.22,124,-2.14
Quincy,Great Lakes Val,6-5,0.545,100,3.96,98,0.50,69,31.20,134,-3.28,2.11,134,-3.28
Fort Valley St,Southern IAC,8-3,0.727,101,3.94,110,-1.96,108,25.27,107,0.19,2.12,161,-9.86
Emory & Henry,South Atlantic,5-6,0.455,102,3.94,104,-0.96,97,26.86,111,-0.40,2.14,107,1.00
SW Baptist,Great Lakes Val,4-7,0.364,103,3.93,97,0.65,78,29.83,122,-1.77,2.14,85,4.26
SW Minnesota,Northern Sun,2-9,0.182,104,3.91,102,-0.72,119,23.69,88,3.01,2.17,47,12.75
Bowie St,Central IAA,6-4,0.600,105,3.90,105,-1.03,118,23.74,92,2.65,2.29,152,-7.15
Concordia SP,Northern Sun,3-8,0.273,106,3.90,109,-1.90,109,25.26,105,0.26,2.27,57,9.71
OH Dominican,Great Midwest,4-7,0.364,107,3.89,96,0.66,137,20.81,51,7.27,2.23,114,-0.45
St Anselm,Northeast-10,6-4,0.600,108,3.86,123,-6.02,151,18.12,85,3.27,2.29,137,-3.89
Thomas More,Great Midwest,5-6,0.455,109,3.86,111,-2.90,112,24.27,106,0.25,2.19,110,0.30
Shorter,Gulf South,3-8,0.273,110,3.85,107,-1.60,98,26.69,113,-0.87,2.21,69,7.88
Northwood MI,Great Midwest,5-6,0.455,111,3.83,119,-4.65,120,23.65,114,-0.88,2.29,106,1.18
Shippensburg,Penn St AC,3-8,0.273,112,3.83,101,-0.37,132,21.96,71,5.10,2.21,89,3.82
Wheeling,Mountain East,5-5,0.500,113,3.82,112,-2.92,106,25.58,116,-1.09,2.23,131,-3.07
WV State,Mountain East,4-6,0.400,114,3.81,106,-1.43,91,28.11,126,-2.12,2.15,116,-0.49
NW Oklahoma St,Great American,1-10,0.091,115,3.80,108,-1.77,94,27.40,121,-1.75,2.29,23,18.97
SW Oklahoma,Great American,0-11,0.000,116,3.75,92,1.46,101,25.98,89,2.89,2.32,18,20.77
Bloomsburg,Penn St AC,3-8,0.273,117,3.74,115,-3.47,144,19.50,77,4.45,2.24,93,3.67
Tuskegee,Southern IAC,7-4,0.636,118,3.68,131,-8.80,134,21.84,131,-3.22,2.19,151,-6.85
Mary ND,Northern Sun,2-9,0.182,119,3.67,118,-4.39,105,25.65,129,-2.63,2.21,59,9.34
Millersville,Penn St AC,3-8,0.273,120,3.65,116,-3.95,123,23.53,109,-0.06,2.14,94,3.14
Edinboro,Penn St AC,3-8,0.273,121,3.62,121,-5.46,122,23.57,120,-1.61,2.14,90,3.81
Lock Haven,Penn St AC,5-6,0.455,122,3.59,136,-10.09,135,21.76,138,-4.44,2.20,120,-1.12
W New Mexico,Lone Star,2-8,0.200,123,3.58,122,-5.80,87,28.33,143,-6.71,2.26,65,8.44
S Connecticut,Northeast-10,4-6,0.400,124,3.57,127,-7.65,145,19.18,103,0.59,2.20,129,-2.79
Upper Iowa,Great Lakes Val,3-8,0.273,125,3.57,120,-5.22,111,24.62,128,-2.42,2.30,105,1.66
Allen,Southern IAC,6-3,0.667,126,3.52,144,-11.99,114,24.20,154,-8.78,2.15,156,-8.03
Edward Waters,Southern IAC,6-4,0.600,127,3.51,138,-10.78,116,24.07,150,-7.43,2.19,155,-7.68
West Liberty,Mountain East,4-6,0.400,128,3.50,132,-8.99,131,22.21,135,-3.79,2.25,133,-3.15
Adams St,Rocky Mtn AC,3-8,0.273,129,3.48,133,-9.30,124,23.19,140,-5.08,2.24,88,3.94
Chowan,Gulf South,0-10,0.000,130,3.43,117,-4.03,107,25.52,127,-2.13,2.28,31,15.58
NM Highlands,Rocky Mtn AC,2-9,0.182,131,3.42,125,-7.04,113,24.25,136,-3.87,2.20,84,4.28
Pace,Northeast-10,3-7,0.300,132,3.42,126,-7.59,133,21.94,125,-2.11,2.21,128,-2.70
Minot St,Northern Sun,1-10,0.091,133,3.40,134,-9.32,140,19.90,123,-1.80,2.22,50,11.96
KY Wesleyan,Great Midwest,4-7,0.364,134,3.40,145,-12.37,127,22.76,152,-7.71,2.22,112,-0.34
JC Smith,Central IAA,7-4,0.636,135,3.39,142,-11.82,155,16.45,112,-0.85,2.18,163,-14.74
Walsh,Great Midwest,3-8,0.273,136,3.37,139,-10.88,158,16.05,104,0.48,2.17,115,-0.46
Mercyhurst,Penn St AC,2-9,0.182,137,3.36,130,-8.77,103,25.93,148,-7.28,2.16,82,4.47
Lincoln MO,Mid America IAA,0-11,0.000,138,3.33,124,-6.93,92,27.55,146,-7.06,2.24,17,21.86
Central St OH,Southern IAC,5-5,0.500,139,3.31,153,-16.38,149,18.75,151,-7.70,2.23,142,-5.16
UVA-Wise,South Atlantic,2-9,0.182,140,3.29,135,-9.40,129,22.69,139,-4.67,2.26,103,2.02
W Salem St,Central IAA,4-6,0.400,141,3.28,128,-7.78,126,22.80,130,-3.16,2.18,162,-10.41
Shaw NC,Central IAA,3-7,0.300,142,3.27,137,-10.23,147,19.05,124,-1.87,2.23,140,-4.74
Franklin Pierce,Northeast-10,4-6,0.400,143,3.27,146,-12.76,157,16.11,117,-1.45,2.07,150,-6.82
Clarion,Penn St AC,2-9,0.182,144,3.21,140,-11.04,143,19.63,133,-3.25,2.17,109,0.37
Savannah St,Southern IAC,2-8,0.200,145,3.18,129,-8.76,142,19.69,115,-1.04,2.30,139,-4.07
American Intl,Northeast-10,3-8,0.273,146,3.15,149,-14.68,148,18.90,142,-6.17,2.28,125,-2.15
Kentucky St,Southern IAC,3-7,0.300,147,3.15,143,-11.94,139,19.90,137,-4.42,2.15,147,-6.02
Livingstone,Central IAA,4-6,0.400,148,3.13,154,-17.61,153,16.86,145,-7.05,2.18,143,-5.19
Eliz. City St,Central IAA,3-7,0.300,149,3.03,150,-15.39,161,15.26,132,-3.24,2.26,154,-7.41
Wm Jewell,Great Lakes Val,2-8,0.200,150,3.01,148,-14.46,121,23.63,157,-10.67,2.22,123,-1.92
Lincoln PA,Central IAA,4-6,0.400,151,2.95,155,-18.11,130,22.46,160,-13.16,2.19,160,-9.40
N Michigan,Great Lakes IAC,0-11,0.000,152,2.90,141,-11.67,125,22.86,147,-7.11,2.24,64,8.52
Lane,Southern IAC,2-8,0.200,153,2.87,147,-13.68,136,21.04,149,-7.30,2.21,159,-8.66
Morehouse,Southern IAC,1-9,0.100,154,2.84,151,-15.74,150,18.48,144,-6.80,2.25,113,-0.39
Concord,Mountain East,1-10,0.091,155,2.76,152,-16.18,138,20.48,155,-9.25,2.27,126,-2.42
Erskine,South Atlantic,0-11,0.000,156,2.61,156,-19.10,154,16.70,153,-8.38,2.26,70,7.56
Lake Erie,Great Midwest,1-10,0.091,157,2.61,157,-20.55,146,19.07,158,-12.20,2.16,122,-1.77
Bluefield St,Central IAA,1-9,0.100,158,2.47,160,-22.59,152,17.36,159,-12.53,2.18,144,-5.20
St Augustine's,Central IAA,0-10,0.000,159,2.41,159,-22.37,162,11.14,141,-6.10,2.24,101,2.27
Clark Atlanta,Southern IAC,0-10,0.000,160,2.26,158,-21.39,159,15.79,156,-9.76,2.22,153,-7.29
Post,Northeast-10,1-9,0.100,161,2.12,162,-30.60,160,15.59,162,-18.78,2.22,149,-6.70
Ft Lewis,Rocky Mtn AC,0-11,0.000,162,1.98,161,-28.77,156,16.43,161,-17.79,2.25,121,-1.37
WV Wesleyan,Mountain East,0-10,0.000,163,1.69,163,-35.37,163,10.95,163,-18.90,2.26,132,-3.07
