Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Greenville,Upper Midwest,2-8,0.200,237,-3.22,232,-46.55,211,7.44,244,-26.33,2.44,242,-42.95
Lawrence,Midwest,3-7,0.300,238,-3.34,241,-51.18,243,-0.25,229,-23.27,2.45,235,-39.73
Iowa Wesleyan,Upper Midwest,3-7,0.300,239,-3.37,242,-51.59,241,0.13,234,-24.06,2.36,244,-44.34
Crown MN,Upper Midwest,2-8,0.200,240,-3.40,238,-48.93,242,-0.08,221,-21.19,2.33,239,-42.30
Rockford,Northern Athletic,1-9,0.100,241,-3.42,239,-49.46,227,4.32,243,-26.12,2.35,227,-37.20
Alfred St,NCAA III Ind,1-9,0.100,242,-3.43,240,-50.88,236,1.51,237,-24.73,2.34,191,-28.78
Gallaudet,East Coast,2-8,0.200,243,-3.84,243,-54.61,246,-3.38,231,-23.58,2.48,243,-43.61
Finlandia,NCAA III Ind,1-7,0.125,244,-4.14,244,-55.39,244,-1.38,245,-26.35,2.37,224,-36.93
Anna Maria,East Coast,1-9,0.100,245,-4.20,246,-59.55,248,-6.60,240,-25.29,2.38,238,-41.65
Earlham,Heartland CAC,0-10,0.000,246,-4.35,245,-58.93,237,1.36,247,-32.63,2.36,211,-32.92
Maranatha Bap,NCAA III Ind,2-7,0.222,247,-4.89,249,-67.75,249,-8.77,246,-31.33,2.40,249,-53.86
Grinnell,Midwest,0-10,0.000,248,-4.99,247,-65.00,245,-3.37,249,-33.97,2.19,229,-38.34
Martin Luther,Upper Midwest,0-10,0.000,249,-5.27,248,-67.31,247,-5.87,248,-33.78,2.31,245,-45.17
