Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Wheaton IL,Ill & Wisc,7-3,0.700,25,1.70,22,-0.38,25,24.40,22,0.60,2.71,72,-13.82
Albright,Mid Atlantic,11-2,0.846,26,1.65,33,-4.19,31,23.66,42,-2.47,2.78,41,-9.77
Cal Lutheran,Southern Cal IAC,8-2,0.800,27,1.63,30,-2.87,44,22.78,29,-0.27,2.78,59,-12.76
Colby,NESCAC,4-4,0.500,28,1.58,34,-4.34,58,20.87,27,0.17,2.74,7,-0.20
Otterbein,Ohio AC,8-2,0.800,29,1.55,37,-5.06,24,24.40,56,-4.09,2.78,33,-7.94
IL Wesleyan,Ill & Wisc,10-2,0.833,30,1.53,41,-5.48,54,21.53,35,-1.64,2.72,54,-12.41
Bowdoin,NESCAC,3-5,0.375,31,1.53,26,-1.81,16,26.57,48,-3.01,2.75,10,-0.89
Tufts,NESCAC,2-6,0.250,32,1.44,28,-2.37,82,18.75,7,4.26,2.66,1,1.17
Johns Hopkins,Centennial,10-3,0.769,33,1.40,36,-4.83,62,20.74,28,-0.20,2.78,62,-13.04
St Olaf,Minnesota IAC,5-5,0.500,34,1.38,29,-2.55,72,19.53,12,3.28,2.68,29,-6.75
Rowan,New Jersey A.C.,7-3,0.700,35,1.38,23,-0.58,27,24.30,23,0.50,2.83,111,-18.26
Wesleyan CT,NESCAC,3-5,0.375,36,1.35,39,-5.15,68,19.73,25,0.49,2.66,6,-0.15
Concordia Mhd,Minnesota IAC,5-5,0.500,37,1.33,35,-4.49,50,22.12,32,-1.25,2.66,20,-5.75
WI Oshkosh,Wisconsin IAC,4-6,0.400,38,1.33,31,-3.78,36,23.36,36,-1.77,2.67,15,-2.73
Lebanon Val,Mid Atlantic,9-2,0.818,39,1.30,45,-6.33,45,22.48,51,-3.43,2.73,67,-13.25
Augustana IL,Ill & Wisc,6-4,0.600,40,1.30,32,-3.91,57,20.96,24,0.50,2.74,65,-13.15
Kean,New Jersey A.C.,9-2,0.818,41,1.25,47,-6.75,77,19.02,30,-0.39,2.84,97,-16.77
Wabash,North Coast AC,9-2,0.818,42,1.22,40,-5.19,23,24.82,61,-4.64,2.75,162,-24.05
St John Fisher,Empire 8,7-3,0.700,43,1.22,38,-5.14,28,24.29,55,-4.06,2.64,69,-13.67
Hampden-Sydney,Old Dominion AC,10-1,0.909,44,1.19,49,-7.65,52,21.90,58,-4.18,2.77,109,-18.10
Redlands,Southern Cal IAC,7-2,0.778,45,1.14,46,-6.46,30,24.05,68,-5.14,2.85,102,-17.57
Hamilton,NESCAC,2-6,0.250,46,1.10,48,-6.75,91,17.73,20,0.89,2.77,2,1.15
WI Platteville,Wisconsin IAC,3-7,0.300,47,1.09,43,-6.11,63,20.65,34,-1.39,2.72,13,-1.42
WI River Falls,Wisconsin IAC,3-7,0.300,48,1.05,44,-6.25,21,24.95,76,-5.83,2.68,16,-3.81
Monmouth IL,Midwest,10-1,0.909,49,1.03,51,-8.12,29,24.27,91,-7.02,2.83,189,-30.83
Mississippi Col,American SW,9-3,0.750,50,1.02,58,-9.92,18,25.82,124,-10.38,2.57,53,-12.39
Wartburg,American Rivers,6-4,0.600,51,0.98,42,-5.50,37,23.24,50,-3.37,2.60,70,-13.75
Hardin-Simmons,American SW,6-4,0.600,52,0.92,50,-7.77,53,21.84,59,-4.23,2.60,64,-13.15
Occidental,Southern Cal IAC,7-2,0.778,53,0.89,60,-10.35,59,20.84,75,-5.82,2.70,85,-15.56
Thomas More,Presidents' AC,11-1,0.917,54,0.88,70,-11.98,73,19.46,80,-6.07,2.77,139,-21.54
Montclair St,New Jersey A.C.,10-2,0.833,55,0.88,71,-12.16,99,16.39,49,-3.18,2.74,82,-15.09
Gust Adolphus,Minnesota IAC,4-6,0.400,56,0.86,56,-9.79,67,20.32,65,-4.74,2.63,17,-5.23
Dickinson,Centennial,8-2,0.800,57,0.85,61,-10.48,56,21.41,86,-6.52,2.75,107,-18.05
Bates,NESCAC,1-7,0.125,58,0.84,52,-8.14,70,19.60,40,-2.37,2.71,4,0.17
Cortland St,New Jersey A.C.,7-4,0.636,59,0.79,57,-9.80,89,18.01,41,-2.44,2.73,90,-16.12
Alfred,Empire 8,8-2,0.800,60,0.75,67,-11.57,48,22.25,105,-8.45,2.84,134,-21.07
Louisiana Chr,American SW,7-3,0.700,61,0.75,59,-10.12,38,23.24,99,-7.99,2.82,112,-18.29
Carthage,Ill & Wisc,7-3,0.700,62,0.72,78,-12.97,19,25.47,155,-13.07,2.68,76,-14.34
NC Wesleyan,USA South,8-3,0.727,63,0.72,65,-11.17,20,25.24,133,-11.04,2.76,91,-16.24
Frank & Marsh,Centennial,9-2,0.818,64,0.66,79,-13.14,74,19.44,92,-7.21,2.81,113,-18.35
Millsaps,Southern CAC,7-3,0.700,65,0.66,55,-9.54,46,22.47,88,-6.64,2.76,126,-20.18
Ithaca,Empire 8,7-3,0.700,66,0.66,64,-11.08,71,19.57,69,-5.28,2.77,98,-16.81
John Carroll,Ohio AC,3-7,0.300,67,0.65,54,-9.08,78,18.99,44,-2.71,2.65,21,-5.78
Springfield,Empire 8,8-2,0.800,68,0.65,68,-11.59,51,22.10,103,-8.32,2.80,164,-24.25
Case Western,University AA,10-1,0.909,69,0.65,66,-11.53,35,23.46,113,-9.62,2.73,182,-28.54
Trine,Michigan IAA,10-2,0.833,70,0.64,76,-12.82,64,20.55,100,-7.99,2.69,138,-21.40
Wash & Jeff,Presidents' AC,9-2,0.818,71,0.64,63,-11.04,83,18.69,60,-4.36,2.77,149,-22.25
Baldwin-Wallace,Ohio AC,3-7,0.300,72,0.64,53,-8.88,55,21.43,66,-4.94,2.72,25,-6.19
Augsburg,Minnesota IAC,4-6,0.400,73,0.63,72,-12.18,69,19.65,84,-6.46,2.69,35,-8.33
Salisbury,Atlantic Central,5-6,0.455,74,0.62,62,-10.61,65,20.40,72,-5.64,2.88,52,-12.34
Wilkes,Mid Atlantic,6-5,0.545,75,0.55,75,-12.72,108,15.46,47,-2.81,2.75,50,-12.23
Huntingdon,NCAA III Ind,8-2,0.800,76,0.52,84,-14.00,43,23.13,142,-11.75,2.82,142,-21.78
Trinity TX,Southern CAC,7-3,0.700,77,0.48,74,-12.57,75,19.24,83,-6.44,2.80,125,-20.11
Whitworth,Northwest,5-5,0.500,78,0.48,69,-11.97,93,17.49,57,-4.09,2.69,66,-13.18
Muskingum,Ohio AC,4-6,0.400,79,0.48,82,-13.24,90,17.92,74,-5.79,2.65,28,-6.73
Hamline,Minnesota IAC,4-6,0.400,80,0.47,80,-13.20,79,18.96,90,-6.79,2.61,45,-11.24
Heidelberg,Ohio AC,4-6,0.400,81,0.45,77,-12.95,49,22.17,116,-9.75,2.78,32,-7.20
Ursinus,Centennial,6-5,0.545,82,0.42,85,-14.13,95,17.25,78,-6.01,2.66,75,-13.95
Pac Lutheran,Northwest,3-6,0.333,83,0.42,73,-12.44,60,20.84,98,-7.91,2.75,38,-9.13
Millikin,Ill & Wisc,6-4,0.600,84,0.31,103,-17.10,94,17.44,110,-9.16,2.49,78,-14.72
Luther IA,American Rivers,5-5,0.500,85,0.29,90,-14.99,141,12.74,39,-2.36,2.70,71,-13.75
Buena Vista,American Rivers,4-6,0.400,86,0.29,83,-13.56,127,14.41,43,-2.60,2.62,61,-12.88
DePauw,Southern CAC,7-3,0.700,87,0.29,91,-15.09,66,20.34,120,-10.06,2.69,131,-20.61
Lycoming,Mid Atlantic,4-6,0.400,88,0.29,88,-14.50,107,15.59,64,-4.72,2.62,46,-11.78
Carleton MN,Minnesota IAC,3-7,0.300,89,0.28,87,-14.49,80,18.78,97,-7.90,2.63,40,-9.62
Hobart & Smith,Liberty League,6-3,0.667,90,0.18,86,-14.38,117,15.04,54,-4.05,2.75,148,-22.24
Franklin,Heartland CAC,7-3,0.700,91,0.18,95,-15.80,61,20.79,134,-11.22,2.66,152,-22.93
Bridgewater VA,Old Dominion AC,7-3,0.700,92,0.17,104,-17.10,84,18.57,122,-10.29,2.76,118,-19.21
Dubuque,American Rivers,5-5,0.500,93,0.16,105,-17.10,88,18.10,118,-9.83,2.60,92,-16.28
Mt St Joseph,Heartland CAC,9-2,0.818,94,0.16,112,-18.35,96,16.77,117,-9.76,2.64,156,-23.24
Wm Paterson,New Jersey A.C.,5-5,0.500,95,0.15,89,-14.84,138,12.88,38,-2.35,2.65,103,-17.68
St Norbert,Midwest,9-1,0.900,96,0.15,109,-17.84,76,19.16,140,-11.63,2.88,194,-32.33
Adrian,Michigan IAA,6-4,0.600,97,0.15,92,-15.12,118,14.94,62,-4.69,2.70,144,-21.86
Union NY,Liberty League,8-3,0.727,98,0.14,106,-17.10,123,14.76,85,-6.49,2.68,135,-21.09
Emory & Henry,Old Dominion AC,7-3,0.700,99,0.13,102,-17.08,144,12.33,53,-4.04,2.69,122,-19.91
Gettysburg,Centennial,3-7,0.300,100,0.13,81,-13.20,32,23.62,138,-11.45,2.71,84,-15.41
Centre,Southern CAC,7-2,0.778,101,0.11,113,-18.42,143,12.58,71,-5.64,2.76,145,-21.95
Randolph-Macon,Old Dominion AC,6-4,0.600,102,0.11,100,-16.64,121,14.79,79,-6.06,2.74,104,-17.71
Chris Newport,USA South,5-5,0.500,103,0.03,96,-16.01,128,14.37,67,-5.01,2.57,99,-16.91
Widener,Mid Atlantic,3-7,0.300,104,-0.01,94,-15.49,104,16.02,81,-6.14,2.62,73,-13.89
Menlo,Northwest,4-6,0.400,105,-0.06,117,-19.14,147,12.16,77,-5.93,2.64,42,-10.65
Elmhurst,Ill & Wisc,4-6,0.400,106,-0.06,99,-16.57,97,16.48,96,-7.68,2.67,93,-16.31
King's PA,Mid Atlantic,3-7,0.300,107,-0.08,111,-18.12,109,15.44,102,-8.19,2.64,51,-12.31
Muhlenberg,Centennial,3-7,0.300,108,-0.08,93,-15.42,161,10.65,31,-0.69,2.66,96,-16.76
Averett,USA South,7-3,0.700,109,-0.09,120,-20.17,106,15.67,125,-10.47,2.62,136,-21.19
E Texas Bap,American SW,3-7,0.300,110,-0.11,107,-17.28,113,15.31,93,-7.22,2.76,55,-12.53
Marietta,Ohio AC,3-7,0.300,111,-0.12,118,-20.02,142,12.62,94,-7.26,2.71,27,-6.54
Simpson IA,American Rivers,3-7,0.300,112,-0.13,108,-17.70,85,18.39,130,-10.72,2.69,56,-12.64
Hope,Michigan IAA,3-7,0.300,113,-0.14,97,-16.09,87,18.38,109,-9.10,2.69,89,-16.00
Loras,American Rivers,2-8,0.200,114,-0.14,98,-16.55,102,16.19,95,-7.38,2.57,48,-12.15
Chapman,NCAA III Ind,4-5,0.444,115,-0.18,114,-18.87,155,11.21,63,-4.71,2.66,100,-16.92
Wilmington OH,Ohio AC,1-9,0.100,116,-0.21,101,-16.72,116,15.05,82,-6.40,2.67,24,-6.19
Susquehanna,Liberty League,8-3,0.727,117,-0.22,128,-22.11,124,14.50,135,-11.24,2.81,133,-21.07
Claremont M.S.,Southern Cal IAC,5-4,0.556,118,-0.25,121,-20.60,153,11.35,87,-6.58,2.67,114,-18.55
Wooster,North Coast AC,5-5,0.500,119,-0.26,110,-17.93,92,17.61,121,-10.17,2.74,150,-22.62
Brockport St,New Jersey A.C.,4-6,0.400,120,-0.26,116,-18.95,26,24.30,198,-17.88,2.69,105,-17.81
College of NJ,New Jersey A.C.,4-6,0.400,121,-0.29,115,-18.95,86,18.38,146,-11.96,2.78,110,-18.16
Geneva,Presidents' AC,8-3,0.727,122,-0.33,122,-21.05,100,16.30,147,-11.99,2.85,177,-26.75
Allegheny,North Coast AC,8-2,0.800,123,-0.40,144,-23.91,169,10.41,108,-8.95,2.75,166,-24.47
McMurry,American SW,4-6,0.400,124,-0.43,126,-21.96,114,15.18,143,-11.77,2.68,86,-15.64
Greensboro,USA South,6-4,0.600,125,-0.43,143,-23.75,167,10.52,107,-8.89,2.62,137,-21.37
Ferrum,USA South,5-5,0.500,126,-0.49,125,-21.90,126,14.44,132,-10.97,2.63,143,-21.81
Rochester NY,Liberty League,4-6,0.400,127,-0.54,130,-22.15,135,13.21,119,-9.99,2.59,117,-18.98
FDU Madison,Mid Atlantic,2-8,0.200,128,-0.54,124,-21.58,101,16.28,150,-12.49,2.66,68,-13.31
Washington & Lee,Old Dominion AC,3-7,0.300,129,-0.55,119,-20.05,119,14.94,112,-9.61,2.71,124,-20.06
Rensselaer,Liberty League,5-4,0.556,130,-0.55,123,-21.54,176,9.49,73,-5.66,2.67,175,-25.61
Waynesburg,Presidents' AC,5-5,0.500,131,-0.60,127,-21.97,81,18.76,178,-15.37,2.87,170,-24.69
Ripon,Midwest,7-3,0.700,132,-0.60,137,-23.09,139,12.84,127,-10.56,2.71,190,-31.53
Grove City,Presidents' AC,5-5,0.500,133,-0.60,134,-22.96,112,15.35,152,-12.93,2.74,157,-23.26
Albion,Michigan IAA,4-6,0.400,134,-0.62,132,-22.84,178,9.32,89,-6.78,2.71,119,-19.56
McDaniel,Centennial,5-5,0.500,135,-0.63,150,-25.24,150,11.54,137,-11.40,2.63,121,-19.81
Carnegie Mellon,University AA,5-5,0.500,136,-0.64,131,-22.37,152,11.43,104,-8.42,2.68,160,-23.88
Austin Col,Southern CAC,4-5,0.444,137,-0.66,138,-23.50,120,14.90,154,-13.03,2.68,140,-21.66
Birmingham So,Southern CAC,4-6,0.400,138,-0.66,142,-23.74,115,15.09,158,-13.46,2.72,123,-20.01
Maryville TN,USA South,4-6,0.400,139,-0.68,141,-23.69,154,11.33,114,-9.65,2.59,128,-20.52
Pomona-Pitzer,Southern Cal IAC,4-5,0.444,140,-0.68,149,-25.22,131,13.78,159,-13.63,2.71,116,-18.65
Howard Payne,American SW,4-6,0.400,141,-0.70,146,-24.26,111,15.38,168,-14.27,2.63,115,-18.59
Sul Ross,American SW,2-8,0.200,142,-0.74,133,-22.84,122,14.78,149,-12.25,2.68,80,-14.89
Whittier,Southern Cal IAC,3-6,0.333,143,-0.76,147,-24.83,133,13.65,156,-13.12,2.66,101,-17.15
Moravian,Centennial,2-8,0.200,144,-0.76,139,-23.57,196,7.17,70,-5.36,2.54,87,-15.72
Hartwick,Empire 8,5-5,0.500,145,-0.77,148,-25.19,105,15.71,180,-15.53,2.68,165,-24.37
Rose-Hulman,Heartland CAC,6-4,0.600,146,-0.80,136,-22.98,98,16.40,164,-14.01,2.75,187,-29.97
Alma,Michigan IAA,5-5,0.500,147,-0.80,154,-25.68,129,14.17,169,-14.48,2.66,163,-24.23
Washington StL,University AA,4-6,0.400,148,-0.83,145,-24.02,170,10.23,106,-8.88,2.63,141,-21.68
Cornell IA,American Rivers,2-8,0.200,149,-0.85,151,-25.35,163,10.59,128,-10.57,2.70,74,-13.90
Frostburg St,Atlantic Central,1-9,0.100,150,-0.86,140,-23.66,125,14.49,151,-12.79,2.61,47,-11.84
Defiance,Heartland CAC,4-6,0.400,151,-0.92,155,-25.85,183,8.77,111,-9.25,2.72,158,-23.31
Guilford,Old Dominion AC,3-7,0.300,152,-0.96,153,-25.39,166,10.52,126,-10.54,2.71,146,-21.97
Chicago,University AA,5-4,0.556,153,-0.96,161,-27.39,136,13.00,174,-15.02,2.74,173,-25.45
Puget Sound,Northwest,0-9,0.000,154,-1.03,129,-22.13,137,12.90,115,-9.66,2.60,36,-8.85
W Connecticut,New Jersey A.C.,2-8,0.200,155,-1.04,157,-27.03,130,14.05,182,-15.70,2.59,81,-14.98
Manchester,Heartland CAC,5-5,0.500,156,-1.06,158,-27.05,179,9.26,131,-10.94,2.66,180,-27.93
Utica,Empire 8,4-6,0.400,157,-1.07,156,-26.17,132,13.78,170,-14.57,2.78,188,-30.05
Curry,New England FC,8-3,0.727,158,-1.08,160,-27.23,174,9.82,141,-11.68,2.73,203,-34.84
St Lawrence,Liberty League,3-7,0.300,159,-1.08,162,-27.49,189,8.26,123,-10.37,2.64,132,-20.84
Shenandoah,USA South,1-9,0.100,160,-1.08,135,-22.97,162,10.59,101,-8.19,2.62,129,-20.57
LaGrange,NCAA III Ind,5-5,0.500,161,-1.09,159,-27.22,149,11.95,163,-13.81,2.72,176,-26.69
Methodist,USA South,3-7,0.300,162,-1.11,172,-30.10,156,11.08,183,-15.81,2.73,120,-19.78
Westminster PA,Presidents' AC,4-6,0.400,163,-1.13,168,-29.31,145,12.28,186,-16.22,2.68,154,-23.01
Greenville,Upper Midwest,7-3,0.700,164,-1.18,181,-31.66,187,8.52,172,-14.81,2.75,181,-28.32
Hanover,Heartland CAC,3-7,0.300,165,-1.19,163,-27.56,110,15.43,195,-17.61,2.70,155,-23.08
Buffalo St,New Jersey A.C.,2-8,0.200,166,-1.21,167,-29.12,140,12.80,187,-16.54,2.61,79,-14.88
Catholic,Old Dominion AC,1-9,0.100,167,-1.23,152,-25.36,160,10.72,129,-10.70,2.60,130,-20.58
Plymouth St,New England FC,8-3,0.727,168,-1.25,169,-29.31,171,10.20,166,-14.14,2.69,208,-36.39
Lakeland,Northern Athletic,6-5,0.545,169,-1.38,171,-29.98,159,10.74,177,-15.35,2.67,184,-29.40
Lewis & Clark,Northwest,2-7,0.222,170,-1.39,178,-30.73,134,13.59,202,-18.95,2.69,95,-16.64
Merchant Marine,Liberty League,4-6,0.400,171,-1.39,176,-30.47,185,8.55,160,-13.65,2.60,178,-26.92
Norwich,East Coast,8-3,0.727,172,-1.40,170,-29.67,194,7.49,144,-11.79,2.86,230,-41.47
Thiel,Presidents' AC,3-7,0.300,173,-1.40,175,-30.39,180,9.24,167,-14.26,2.81,159,-23.54
ME Maritime,New England FC,9-2,0.818,174,-1.44,184,-32.65,103,16.14,226,-23.42,2.82,216,-38.11
Rhodes,Southern CAC,3-7,0.300,175,-1.44,173,-30.16,181,8.93,162,-13.72,2.64,168,-24.64
Worcester Tech,Liberty League,3-7,0.300,176,-1.49,166,-28.90,164,10.56,165,-14.09,2.65,186,-29.94
TX Lutheran,American SW,0-10,0.000,177,-1.50,165,-28.50,146,12.18,176,-15.31,2.52,60,-12.86
La Verne,Southern Cal IAC,0-9,0.000,178,-1.51,164,-28.25,177,9.37,148,-12.25,2.60,63,-13.12
Juniata,Centennial,1-9,0.100,179,-1.61,187,-33.33,208,5.27,157,-13.22,2.53,94,-16.53
Northwestern MN,Upper Midwest,5-5,0.500,180,-1.65,180,-31.64,151,11.45,197,-17.73,2.79,193,-32.05
Ohio Wesleyan,North Coast AC,3-7,0.300,181,-1.67,182,-31.92,207,5.32,145,-11.87,2.62,174,-25.59
Kalamazoo,Michigan IAA,4-6,0.400,182,-1.70,192,-34.41,148,12.13,214,-21.18,2.62,183,-28.68
Denison,North Coast AC,3-7,0.300,183,-1.71,186,-32.98,195,7.21,173,-14.82,2.74,161,-23.96
Carroll WI,Midwest,5-5,0.500,184,-1.71,183,-32.29,213,4.62,139,-11.54,2.70,199,-33.93
Bethany WV,Presidents' AC,3-7,0.300,185,-1.72,193,-34.48,168,10.48,205,-19.60,2.66,153,-22.97
Husson,East Coast,4-5,0.444,186,-1.73,177,-30.69,173,9.87,175,-15.19,2.80,213,-37.19
Apprentice,Atlantic Central,1-9,0.100,187,-1.77,179,-31.60,175,9.63,184,-15.86,2.70,127,-20.18
Earlham,North Coast AC,5-5,0.500,188,-1.81,198,-36.38,203,5.65,188,-16.66,2.61,185,-29.47
Morrisville St,New Jersey A.C.,1-9,0.100,189,-1.83,196,-35.21,157,10.93,211,-20.77,2.59,83,-15.21
Westfield St,New England FC,7-3,0.700,190,-1.83,190,-34.16,218,2.61,136,-11.40,2.77,223,-40.24
SUNY Maritime,East Coast,6-4,0.600,191,-1.84,189,-34.12,182,8.81,193,-17.56,2.83,219,-38.98
Bridgewater MA,New England FC,7-3,0.700,192,-1.84,185,-32.78,190,8.21,181,-15.62,2.75,232,-41.85
Olivet MI,Michigan IAA,0-10,0.000,193,-1.85,174,-30.22,191,8.09,153,-12.94,2.57,106,-18.02
Kenyon,North Coast AC,3-7,0.300,194,-1.85,188,-33.35,165,10.53,199,-18.52,2.72,179,-27.81
Beloit,Midwest,6-4,0.600,195,-1.86,195,-35.05,192,7.93,194,-17.61,2.87,204,-35.19
Concordia WI,Northern Athletic,5-5,0.500,196,-1.90,194,-34.81,200,6.09,179,-15.52,2.65,195,-33.02
Illinois Col,Midwest,5-5,0.500,197,-1.93,197,-35.89,158,10.74,216,-21.26,2.66,191,-31.61
Sewanee,Southern CAC,0-9,0.000,198,-2.04,191,-34.29,211,4.74,161,-13.66,2.55,108,-18.06
North Park,Ill & Wisc,1-9,0.100,199,-2.06,200,-36.61,186,8.54,207,-19.79,2.60,77,-14.59
Benedictine IL,Northern Athletic,6-4,0.600,200,-2.06,204,-37.90,221,2.24,171,-14.77,2.75,207,-35.92
Concordia IL,Northern Athletic,8-2,0.800,201,-2.06,209,-39.75,198,6.56,212,-20.94,2.81,235,-43.62
W New England,New England FC,6-4,0.600,202,-2.07,206,-38.62,199,6.20,203,-19.45,2.70,214,-37.41
Westminster MO,Upper Midwest,5-5,0.500,203,-2.17,205,-38.23,172,10.16,223,-23.02,2.77,205,-35.79
Oberlin,North Coast AC,2-8,0.200,204,-2.18,202,-37.27,210,4.79,189,-16.69,2.58,169,-24.68
WI Lutheran,Northern Athletic,5-5,0.500,205,-2.21,201,-36.70,214,4.57,185,-15.90,2.78,227,-40.96
Anderson IN,Heartland CAC,1-9,0.100,206,-2.22,199,-36.41,188,8.48,204,-19.52,2.53,167,-24.63
Salve Regina,New England FC,4-6,0.400,207,-2.26,203,-37.42,206,5.32,192,-17.37,2.76,209,-36.60
Gallaudet,East Coast,6-4,0.600,208,-2.39,214,-41.17,226,0.91,190,-16.71,2.71,229,-41.32
Endicott,New England FC,5-5,0.500,209,-2.41,207,-39.29,212,4.71,200,-18.63,2.77,218,-38.98
Martin Luther,Upper Midwest,7-3,0.700,210,-2.41,211,-40.50,193,7.49,221,-22.62,2.86,238,-47.20
Coast Guard,New England FC,4-5,0.444,211,-2.46,212,-40.66,215,4.38,206,-19.66,2.63,215,-37.63
Mt Ida,East Coast,4-7,0.364,212,-2.47,215,-41.31,209,5.19,213,-21.13,2.84,200,-34.19
Aurora,Northern Athletic,4-6,0.400,213,-2.58,210,-40.20,216,2.78,196,-17.62,2.72,226,-40.44
St Vincent,Presidents' AC,0-10,0.000,214,-2.63,208,-39.54,202,5.68,208,-19.85,2.65,151,-22.88
Lake Forest,Midwest,2-8,0.200,215,-2.71,213,-41.00,225,1.44,191,-17.07,2.63,198,-33.35
Grinnell,Midwest,2-8,0.200,216,-2.77,216,-42.11,205,5.34,218,-22.08,2.80,192,-31.85
Framingham St,New England FC,5-5,0.500,217,-2.85,221,-45.59,230,-0.25,209,-19.97,2.71,228,-41.08
Fitchburg St,New England FC,4-6,0.400,218,-2.86,219,-43.68,197,6.81,228,-25.12,2.71,220,-39.42
Bluffton,Heartland CAC,0-10,0.000,219,-2.99,218,-43.44,220,2.27,210,-20.34,2.59,171,-24.88
Macalester,NCAA III Ind,2-8,0.200,220,-3.01,217,-42.66,223,1.65,201,-18.94,2.64,201,-34.40
MA Maritime,New England FC,3-7,0.300,221,-3.02,220,-45.12,222,2.21,217,-21.95,2.73,224,-40.30
Eureka,Upper Midwest,4-6,0.400,222,-3.07,222,-46.05,204,5.64,230,-26.32,2.73,217,-38.73
Nichols,New England FC,4-6,0.400,223,-3.07,225,-48.04,227,0.46,224,-23.13,2.74,221,-39.62
Lawrence,Midwest,2-8,0.200,224,-3.43,230,-50.12,234,-1.56,225,-23.19,2.63,197,-33.22
MIT,New England FC,1-8,0.111,225,-3.44,223,-46.80,224,1.46,222,-22.89,2.75,222,-39.73
Crown MN,Upper Midwest,4-6,0.400,226,-3.45,229,-49.97,184,8.73,237,-33.33,2.74,234,-43.24
Worcester St,New England FC,1-9,0.100,227,-3.48,224,-47.84,231,-1.28,215,-21.19,2.71,212,-36.80
Knox,Midwest,1-9,0.100,228,-3.51,227,-49.34,233,-1.42,220,-22.55,2.57,196,-33.09
Hiram,North Coast AC,0-10,0.000,229,-3.58,226,-48.76,219,2.27,229,-25.66,2.54,172,-25.20
St Scholastica,Upper Midwest,4-6,0.400,230,-3.68,232,-52.15,228,0.39,231,-27.16,2.62,239,-47.87
MN Morris,Upper Midwest,4-6,0.400,231,-3.71,233,-53.48,236,-3.73,227,-24.38,2.58,237,-46.35
MA Dartmouth,New England FC,0-10,0.000,232,-3.82,228,-49.62,235,-1.98,219,-22.27,2.49,206,-35.87
Castleton,East Coast,3-6,0.333,233,-3.86,234,-54.33,217,2.73,235,-31.69,2.71,233,-42.04
MacMurray,Upper Midwest,1-9,0.100,234,-3.87,231,-51.27,201,5.72,234,-31.62,2.65,225,-40.36
Rockford,Northern Athletic,1-9,0.100,235,-4.60,237,-60.78,237,-6.13,232,-29.28,2.50,211,-36.75
Becker,East Coast,0-10,0.000,236,-4.63,235,-58.88,229,0.24,238,-33.75,2.49,202,-34.80
