Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Michigan Tech,Great Lakes IAC,7-3,0.700,26,3.87,27,16.63,45,35.05,22,9.31,2.60,21,13.36
Washburn,Mid America IAA,5-6,0.455,27,3.80,28,16.53,39,35.75,27,8.51,2.60,6,19.96
SW Minnesota,Northern Sun,8-3,0.727,28,3.72,36,14.01,31,36.88,65,4.87,2.66,30,11.95
Indianapolis,Great Lakes Val,10-2,0.833,29,3.72,34,14.52,50,34.14,30,8.12,2.60,76,5.47
CO Mesa,Rocky Mtn AC,9-2,0.818,30,3.69,35,14.22,68,32.81,23,9.15,2.81,73,5.77
Henderson St,Great American,11-2,0.846,31,3.66,39,13.67,92,29.57,9,11.83,2.71,90,3.26
Delta St,Gulf South,6-5,0.545,32,3.66,26,17.44,20,40.12,63,5.05,2.68,50,9.24
Indiana PA,Penn St AC,9-3,0.750,33,3.64,29,16.28,64,33.03,14,10.98,2.65,96,2.48
Florida Tech,Gulf South,7-4,0.636,34,3.62,38,13.79,44,35.11,48,6.41,2.68,39,10.84
W Texas A&M,Lone Star,6-4,0.600,35,3.58,33,14.62,35,36.68,55,5.68,2.58,31,11.94
Colorado Mines,Rocky Mtn AC,8-3,0.727,36,3.49,31,15.22,23,39.58,81,3.38,2.74,92,3.08
Findlay,Great Lakes IAC,6-5,0.545,37,3.47,41,13.12,21,40.09,98,0.76,2.75,19,13.95
Bemidji St,Northern Sun,7-4,0.636,38,3.46,37,13.80,70,32.44,25,9.09,2.64,68,7.04
St Cloud,Northern Sun,6-5,0.545,39,3.45,30,15.51,33,36.70,45,6.55,2.70,72,6.39
West Alabama,Gulf South,7-4,0.636,40,3.45,47,12.17,61,33.26,43,6.64,2.67,57,8.57
Assumption,Northeast-10,11-2,0.846,41,3.44,44,12.74,29,37.04,79,3.43,2.79,105,1.32
N Michigan,Great Lakes IAC,5-6,0.455,42,3.38,32,14.87,30,37.02,56,5.59,2.71,37,10.98
Hillsdale,Great Lakes IAC,5-6,0.455,43,3.35,42,12.97,57,33.79,40,6.91,2.62,20,13.89
Carson-Newman,South Atlantic,9-3,0.750,44,3.35,49,12.02,7,42.85,129,-3.11,2.70,85,4.14
Northern St SD,Northern Sun,6-5,0.545,45,3.33,43,12.75,56,33.80,42,6.68,2.70,56,8.63
Winona St,Northern Sun,5-6,0.455,46,3.31,40,13.24,40,35.69,61,5.28,2.62,29,12.03
E New Mexico,Lone Star,6-6,0.500,47,3.29,48,12.05,19,40.16,108,-0.38,2.71,58,8.57
Upper Iowa,Northern Sun,6-5,0.545,48,3.27,52,10.88,54,33.84,68,4.78,2.57,41,10.53
North Greenville,NCAA II Ind,7-3,0.700,49,3.25,55,10.51,59,33.69,70,4.56,2.74,77,5.28
Newberry,South Atlantic,7-5,0.583,50,3.25,46,12.20,85,30.36,20,9.57,2.77,69,6.89
Wayne St MI,Great Lakes IAC,6-5,0.545,51,3.21,53,10.82,63,33.10,58,5.46,2.65,48,9.84
Ft Lewis,Rocky Mtn AC,7-4,0.636,52,3.20,59,10.25,69,32.55,59,5.44,2.79,67,7.05
California PA,Penn St AC,8-3,0.727,53,3.18,60,10.12,51,34.09,77,3.77,2.63,81,4.55
Tiffin,Great Lakes IAC,5-6,0.455,54,3.17,54,10.69,41,35.61,85,2.82,2.77,36,11.02
Arkansas Tech,Great American,9-3,0.750,55,3.16,58,10.32,77,31.82,51,6.23,2.76,113,0.70
Harding,Great American,7-4,0.636,56,3.15,45,12.64,37,36.07,73,4.30,2.69,127,0.03
McKendree,Great Lakes Val,9-2,0.818,57,3.11,61,10.10,48,34.70,82,3.14,2.84,153,-2.55
Shippensburg,Penn St AC,8-3,0.727,58,3.07,50,10.99,28,37.14,94,1.59,2.87,152,-2.47
Tuskegee,Southern IAC,10-3,0.769,59,3.07,63,9.19,82,30.63,50,6.29,2.62,140,-0.78
Northwood MI,Great Lakes IAC,5-6,0.455,60,3.06,64,8.76,102,28.22,29,8.28,2.71,27,13.12
W Oregon,Great Northwest,7-4,0.636,61,3.06,69,8.17,97,28.78,38,7.12,2.69,61,8.06
Azusa Pacific,Great Northwest,6-4,0.600,62,3.05,57,10.40,74,32.00,53,6.14,2.71,88,3.44
Charleston WV,Mountain East,10-2,0.833,63,3.05,72,7.97,47,34.83,97,0.88,2.63,142,-0.95
Catawba,South Atlantic,9-3,0.750,64,3.03,76,7.17,118,26.39,26,8.52,2.62,86,3.96
Lindenwood,Mid America IAA,3-8,0.273,65,3.01,67,8.30,93,29.56,46,6.48,2.65,5,20.20
Lenoir-Rhyne,South Atlantic,6-5,0.545,66,2.98,51,10.95,46,34.98,78,3.70,2.71,95,2.69
West Chester,Penn St AC,7-4,0.636,67,2.95,62,9.50,55,33.84,80,3.40,2.64,115,0.57
Kutztown,Penn St AC,7-4,0.636,68,2.94,65,8.68,52,34.01,86,2.41,2.83,111,0.82
SW Oklahoma,Great American,8-4,0.667,69,2.93,78,6.98,89,29.89,66,4.82,2.81,97,2.43
Ouachita,Great American,7-4,0.636,70,2.89,70,8.16,73,32.05,75,3.85,2.65,130,-0.04
NE Oklahoma,Mid America IAA,3-8,0.273,71,2.88,84,5.21,95,29.17,76,3.78,2.56,4,20.55
Shorter,Gulf South,2-8,0.200,72,2.86,74,7.56,96,29.12,52,6.17,2.57,13,17.57
New Haven,Northeast-10,7-4,0.636,73,2.85,68,8.18,99,28.53,36,7.38,2.73,106,1.24
Mars Hill,South Atlantic,6-5,0.545,74,2.85,82,6.01,75,31.88,89,1.87,2.57,45,10.17
Moorhead St,Northern Sun,6-5,0.545,75,2.78,88,4.65,53,33.92,122,-1.54,2.76,65,7.81
Western St CO,Rocky Mtn AC,4-7,0.364,76,2.77,66,8.33,42,35.56,100,0.50,2.60,55,8.70
Bloomsburg,Penn St AC,7-4,0.636,77,2.76,79,6.80,106,28.09,47,6.45,2.60,144,-1.03
Bowie St,Central IAA,9-3,0.750,78,2.75,91,4.35,86,30.22,90,1.86,2.78,126,0.09
Concord,Mountain East,5-5,0.500,79,2.73,56,10.44,65,32.98,62,5.19,2.81,150,-1.94
Chadron St,Rocky Mtn AC,5-6,0.455,80,2.71,81,6.44,90,29.88,74,4.29,2.52,70,6.77
Tarleton St,Lone Star,3-7,0.300,81,2.71,75,7.52,18,40.25,143,-5.00,2.45,49,9.71
S Arkansas,Great American,7-4,0.636,82,2.67,87,4.84,58,33.69,117,-1.12,2.69,122,0.22
TX A&M K'ville,Lone Star,2-9,0.182,83,2.67,73,7.74,60,33.65,91,1.83,2.60,23,13.20
Virginia Union,Central IAA,8-3,0.727,84,2.65,90,4.49,94,29.32,84,2.90,2.75,146,-1.46
Saginaw Val,Great Lakes IAC,1-10,0.091,85,2.63,71,8.05,103,28.17,33,7.61,2.51,15,17.00
MO Southern,Mid America IAA,1-10,0.091,86,2.60,80,6.77,62,33.11,95,1.39,2.60,2,20.87
Gannon,Penn St AC,6-5,0.545,87,2.59,89,4.50,72,32.25,105,-0.02,2.49,100,2.10
SE Oklahoma,Great American,6-5,0.545,88,2.58,83,5.57,78,31.59,92,1.72,2.72,125,0.12
Glenville St,Mountain East,7-4,0.636,89,2.55,86,4.98,71,32.43,101,0.28,2.59,148,-1.52
Wingate,South Atlantic,6-5,0.545,90,2.54,94,3.93,132,25.06,44,6.60,2.62,99,2.28
Miles,Southern IAC,7-5,0.583,91,2.50,95,3.68,140,23.95,35,7.47,2.57,103,1.51
C Washington,Great Northwest,5-5,0.500,92,2.49,93,3.96,79,31.05,99,0.64,2.60,84,4.30
East Central OK,Great American,6-5,0.545,93,2.48,97,3.03,84,30.49,102,0.28,2.71,109,0.90
Walsh,Great Lakes IAC,2-8,0.200,94,2.48,85,4.98,114,27.21,57,5.51,2.58,24,13.20
Mercyhurst,Penn St AC,5-6,0.455,95,2.47,96,3.08,91,29.75,96,1.06,2.72,75,5.49
Wayne St NE,Northern Sun,4-7,0.364,96,2.46,98,2.74,80,30.74,106,-0.26,2.57,34,11.26
Clarion,Penn St AC,7-4,0.636,97,2.43,107,1.26,88,29.94,115,-0.95,2.73,123,0.18
NE Kearney,Mid America IAA,0-11,0.000,98,2.42,77,7.16,100,28.52,49,6.37,2.57,3,20.82
Stonehill,Northeast-10,7-4,0.636,99,2.41,108,1.21,137,24.47,72,4.47,2.59,117,0.37
Merrimack,Northeast-10,6-5,0.545,100,2.40,92,4.27,113,27.21,67,4.79,2.75,143,-0.98
E Stroudsburg,Penn St AC,6-5,0.545,101,2.38,100,2.63,49,34.63,140,-4.27,2.77,133,-0.25
NC Pembroke,NCAA II Ind,6-4,0.600,102,2.29,111,0.72,128,25.37,83,3.08,2.77,110,0.89
Truman St,Great Lakes Val,5-6,0.455,103,2.29,101,2.30,145,22.86,37,7.18,2.59,89,3.43
Virginia St,Central IAA,6-4,0.600,104,2.29,102,2.02,133,25.05,69,4.70,2.54,156,-3.33
Chowan,Central IAA,6-4,0.600,105,2.25,114,-0.54,107,28.01,112,-0.82,2.73,141,-0.82
LIU Post,Northeast-10,7-4,0.636,106,2.24,115,-0.99,83,30.59,137,-3.85,2.73,132,-0.24
W New Mexico,Rocky Mtn AC,4-7,0.364,107,2.24,103,1.80,67,32.86,131,-3.33,2.56,80,4.70
W Salem St,Central IAA,6-5,0.545,108,2.21,106,1.28,138,24.10,64,4.92,2.55,138,-0.66
Albany GA,Southern IAC,6-4,0.600,109,2.21,112,-0.09,147,22.36,60,5.28,2.74,149,-1.83
SW Baptist,Great Lakes Val,4-6,0.400,110,2.19,99,2.69,76,31.83,120,-1.41,2.73,131,-0.08
Tusculum,South Atlantic,4-7,0.364,111,2.17,104,1.77,87,29.99,109,-0.48,2.57,94,2.86
Notre Dame OH,Mountain East,5-6,0.455,112,2.13,109,1.05,66,32.93,138,-4.15,2.71,121,0.25
Missouri S&T,Great Lakes Val,6-5,0.545,113,2.12,117,-1.21,108,27.79,118,-1.26,2.81,139,-0.76
Lake Erie,Great Lakes IAC,2-9,0.182,114,2.06,113,-0.41,36,36.11,161,-8.78,2.37,22,13.23
St Joseph's IN,Great Lakes Val,4-6,0.400,115,2.04,110,0.84,139,24.08,71,4.49,2.69,136,-0.42
Eliz. City St,Central IAA,5-5,0.500,116,2.00,105,1.30,112,27.43,93,1.60,2.67,167,-8.15
Fairmont St,Mountain East,6-4,0.600,117,1.97,127,-3.95,120,26.10,126,-2.31,2.56,134,-0.36
American Intl,Northeast-10,4-7,0.364,118,1.87,116,-1.13,151,20.87,54,5.73,2.60,114,0.68
West Liberty,Mountain East,5-6,0.455,119,1.87,124,-3.11,101,28.48,136,-3.85,2.61,120,0.26
S Connecticut,Northeast-10,4-7,0.364,120,1.84,122,-2.78,144,22.97,88,1.99,2.62,129,-0.03
Seton Hill,Penn St AC,3-8,0.273,121,1.83,126,-3.87,98,28.72,142,-4.86,2.70,71,6.52
Utah Tech,Great Northwest,3-7,0.300,122,1.82,133,-5.74,109,27.69,152,-5.70,2.56,66,7.75
Quincy,Great Lakes Val,3-7,0.300,123,1.81,123,-3.10,104,28.16,132,-3.53,2.63,79,4.71
Mississippi Col,Gulf South,2-8,0.200,124,1.81,119,-2.56,123,25.78,110,-0.61,2.71,64,7.83
Adams St,Rocky Mtn AC,3-8,0.273,125,1.80,130,-5.15,115,26.80,139,-4.22,2.59,52,8.97
Concordia SP,Northern Sun,1-10,0.091,126,1.79,121,-2.71,121,25.97,114,-0.95,2.38,26,13.16
NM Highlands,Rocky Mtn AC,2-9,0.182,127,1.77,125,-3.19,127,25.46,113,-0.92,2.54,47,10.04
Bentley,Northeast-10,5-6,0.455,128,1.76,129,-4.89,152,20.72,87,2.12,2.67,135,-0.42
Wm Jewell,Great Lakes Val,4-7,0.364,129,1.70,137,-6.53,116,26.70,147,-5.50,2.65,93,2.95
Ald-Broaddus,NCAA II Ind,6-4,0.600,130,1.69,138,-6.54,117,26.70,146,-5.50,2.63,158,-3.76
Fayetteville St,Central IAA,4-6,0.400,131,1.68,120,-2.69,105,28.11,128,-3.06,2.68,155,-3.18
Fort Valley St,Southern IAC,5-4,0.556,132,1.68,128,-3.97,141,23.73,104,0.04,2.66,163,-6.37
Livingstone,Central IAA,6-4,0.600,133,1.67,131,-5.51,124,25.76,133,-3.54,2.67,164,-6.71
Malone,Great Lakes IAC,0-10,0.000,134,1.59,118,-2.47,119,26.38,116,-1.11,2.62,28,12.49
WV State,Mountain East,5-6,0.455,135,1.59,141,-7.77,126,25.53,148,-5.56,2.66,118,0.32
S Dakota Tech,Great Northwest,6-5,0.545,136,1.55,143,-8.10,111,27.50,157,-7.86,2.61,154,-2.91
NW Oklahoma St,Great American,3-8,0.273,137,1.52,134,-5.92,110,27.50,150,-5.69,2.58,107,1.24
Panhandle St,NCAA II Ind,5-5,0.500,138,1.49,139,-7.03,81,30.64,167,-9.93,2.74,166,-7.45
JC Smith,Central IAA,4-6,0.400,139,1.40,142,-7.90,153,20.50,111,-0.66,2.71,157,-3.74
Lock Haven,Penn St AC,2-9,0.182,140,1.38,135,-6.12,129,25.37,135,-3.75,2.57,104,1.35
St Anselm,Northeast-10,3-8,0.273,141,1.37,140,-7.28,130,25.26,141,-4.81,2.53,128,0.02
Minot St,Northern Sun,1-10,0.091,142,1.37,132,-5.65,148,22.03,103,0.05,2.56,53,8.86
Central St OH,Southern IAC,5-5,0.500,143,1.20,145,-8.57,159,19.48,107,-0.31,2.53,170,-10.36
Limestone,South Atlantic,2-8,0.200,144,1.18,152,-10.91,146,22.68,153,-5.85,2.54,87,3.53
Mary ND,Northern Sun,1-10,0.091,145,1.14,148,-8.99,155,20.25,121,-1.51,2.52,40,10.72
Simon Fraser,Great Northwest,0-9,0.000,146,1.11,136,-6.46,142,23.23,123,-1.96,2.67,74,5.73
Urbana,Mountain East,2-9,0.182,147,1.10,150,-9.78,156,20.23,125,-2.27,2.52,116,0.41
Kentucky St,Southern IAC,3-7,0.300,148,1.10,149,-9.05,158,19.96,119,-1.27,2.61,159,-4.20
KY Wesleyan,NCAA II Ind,4-6,0.400,149,1.07,154,-11.16,125,25.54,162,-8.96,2.77,165,-7.42
Morehouse,Southern IAC,5-5,0.500,150,1.03,155,-11.99,160,19.35,134,-3.60,2.79,169,-9.44
Ark Monticello,Great American,1-10,0.091,151,1.02,146,-8.77,135,24.67,151,-5.70,2.57,101,2.03
WV Wesleyan,Mountain East,2-8,0.200,152,0.98,153,-10.98,122,25.82,163,-9.07,2.70,119,0.28
Brevard,South Atlantic,0-11,0.000,153,0.93,147,-8.82,150,20.97,124,-2.06,2.54,59,8.32
MN Crookston,Northern Sun,1-10,0.091,154,0.92,158,-13.18,134,24.75,168,-10.20,2.61,35,11.04
Edinboro,Penn St AC,0-11,0.000,155,0.89,144,-8.57,136,24.52,145,-5.35,2.58,83,4.37
OK Baptist,Great American,2-9,0.182,156,0.83,159,-14.05,149,21.81,158,-8.12,2.77,98,2.38
Shaw NC,Central IAA,1-9,0.100,157,0.79,151,-10.57,157,20.17,127,-3.00,2.55,147,-1.47
Black Hills St,Rocky Mtn AC,0-11,0.000,158,0.73,156,-11.99,131,25.19,165,-9.45,2.52,63,7.99
Stillman,Southern IAC,3-6,0.333,159,0.70,160,-15.24,161,18.14,149,-5.64,2.57,160,-5.47
Lincoln MO,Great Lakes Val,1-10,0.091,160,0.66,157,-13.07,143,23.03,159,-8.37,2.56,145,-1.12
St Augustine's,Central IAA,1-9,0.100,161,0.53,163,-16.65,166,16.23,144,-5.14,2.53,124,0.16
Lane,Southern IAC,3-7,0.300,162,0.52,165,-16.88,164,16.76,154,-5.91,2.66,161,-5.73
UVA-Wise,Mountain East,1-10,0.091,163,0.49,162,-16.61,154,20.47,164,-9.35,2.58,112,0.75
Millersville,Penn St AC,2-9,0.182,164,0.44,164,-16.73,162,18.04,155,-7.04,2.64,137,-0.53
Clark Atlanta,Southern IAC,1-8,0.111,165,0.39,161,-15.56,168,15.41,130,-3.24,2.51,108,0.97
Pace,Northeast-10,1-10,0.091,166,0.23,166,-18.42,165,16.49,156,-7.17,2.66,151,-1.95
Lincoln PA,Central IAA,3-7,0.300,167,0.23,167,-21.73,167,15.70,166,-9.70,2.58,162,-6.25
Southern Nazarene,Great American,1-10,0.091,168,-0.23,169,-26.42,163,17.34,170,-16.02,2.54,91,3.16
Benedict,Southern IAC,0-10,0.000,169,-0.40,168,-22.98,169,13.29,160,-8.54,2.43,168,-8.32
Cheyney St,Penn St AC,0-11,0.000,170,-0.83,170,-28.80,170,12.99,169,-14.05,2.54,102,1.73
